frame	id	x	y	warped_x	warped_y	peak_value	warped_pv	climbed_wpv	dis	pid
0	141	555.0000	445.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
1	141	557.0000	445.0000	555.0000	445.0000	0.7717	0.7717	0.0000	0.0000	0.0000
0	142	624.0000	445.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
1	142	626.0000	445.0000	624.0000	445.0000	0.8127	0.8127	0.0000	0.0000	0.0000
0	143	1398.0000	444.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
1	143	1401.0000	444.0000	1398.0000	444.0000	0.8211	0.8211	0.0000	0.0000	0.0000
0	144	1518.0000	445.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
1	144	1516.0000	445.0000	1518.0000	445.0000	0.7760	0.7760	0.0000	0.0000	0.0000
0	145	1579.0000	442.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
1	145	1580.0000	444.0000	1579.0000	442.0000	0.7445	0.7445	0.0000	0.0000	0.0000
0	146	589.0000	447.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
1	146	591.0000	447.0000	589.0000	447.0000	0.8004	0.8004	0.0000	0.0000	0.0000
0	147	1025.0000	447.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
1	147	1023.0000	447.0000	1025.0000	447.0000	0.7900	0.7900	0.0000	0.0000	0.0000
0	148	1430.0000	447.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
1	148	1432.0000	447.0000	1430.0000	447.0000	0.8057	0.8057	0.0000	0.0000	0.0000
0	149	1652.0000	445.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
1	149	1651.0000	446.0000	1652.0000	445.0000	0.7671	0.7671	0.0000	0.0000	0.0000
0	150	1243.0000	449.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
1	150	1243.0000	449.0000	1243.0000	449.0000	0.8159	0.8159	0.0000	0.0000	0.0000
0	151	188.0000	450.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
1	151	188.0000	450.0000	188.0000	450.0000	0.7951	0.7951	0.0000	0.0000	0.0000
0	152	782.0000	450.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
1	152	778.0000	451.0000	782.0000	450.0000	0.7907	0.7907	0.0000	0.0000	0.0000
0	153	1089.0000	452.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
1	153	1087.0000	451.0000	1089.0000	452.0000	0.6827	0.6827	0.0000	0.0000	0.0000
0	154	1566.0000	451.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
1	154	1563.0000	451.0000	1566.0000	451.0000	0.7929	0.7929	0.0000	0.0000	0.0000
0	155	483.0000	453.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
1	155	486.0000	453.0000	483.0000	453.0000	0.7923	0.7923	0.0000	0.0000	0.0000
0	156	1264.0000	452.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
1	156	1266.0000	452.0000	1264.0000	452.0000	0.8172	0.8172	0.0000	0.0000	0.0000
0	157	34.0000	454.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
1	157	34.0000	454.0000	34.0000	454.0000	0.3756	0.3756	0.0000	0.0000	0.0000
0	158	627.0000	455.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
1	158	629.0000	455.0000	627.0000	455.0000	0.8161	0.8161	0.0000	0.0000	0.0000
0	159	656.0000	454.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
1	159	658.0000	454.0000	656.0000	454.0000	0.8141	0.8141	0.0000	0.0000	0.0000
0	160	60.0000	457.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
1	160	61.0000	457.0000	60.0000	457.0000	0.7687	0.7687	0.0000	0.0000	0.0000
0	161	1146.0000	457.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
1	161	1148.0000	457.0000	1146.0000	457.0000	0.7922	0.7922	0.0000	0.0000	0.0000
0	162	679.0000	458.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
1	162	680.0000	458.0000	679.0000	458.0000	0.7753	0.7753	0.0000	0.0000	0.0000
0	163	86.0000	461.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
1	163	88.0000	461.0000	86.0000	461.0000	0.7127	0.7127	0.0000	0.0000	0.0000
0	164	1488.0000	460.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
1	164	1488.0000	460.0000	1488.0000	460.0000	0.8054	0.8054	0.0000	0.0000	0.0000
0	165	144.0000	462.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
1	165	147.0000	462.0000	144.0000	462.0000	0.7937	0.7937	0.0000	0.0000	0.0000
0	166	538.0000	463.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
1	166	535.0000	463.0000	538.0000	463.0000	0.7792	0.7792	0.0000	0.0000	0.0000
0	167	1069.0000	463.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
1	167	1069.0000	463.0000	1069.0000	463.0000	0.7970	0.7970	0.0000	0.0000	0.0000
0	168	1141.0000	463.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
1	168	1143.0000	463.0000	1141.0000	463.0000	0.7840	0.7840	0.0000	0.0000	0.0000
0	169	1173.0000	463.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
1	169	1175.0000	463.0000	1173.0000	463.0000	0.8033	0.8033	0.0000	0.0000	0.0000
0	170	1663.0000	463.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
1	170	1663.0000	463.0000	1663.0000	463.0000	0.7901	0.7901	0.0000	0.0000	0.0000
0	171	1502.0000	465.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
1	171	1504.0000	465.0000	1502.0000	465.0000	0.7457	0.7457	0.0000	0.0000	0.0000
0	172	1547.0000	465.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
1	172	1545.0000	464.0000	1547.0000	465.0000	0.7667	0.7667	0.0000	0.0000	0.0000
0	173	113.0000	466.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
1	173	115.0000	466.0000	113.0000	466.0000	0.7805	0.7805	0.0000	0.0000	0.0000
0	174	269.0000	468.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
1	174	266.0000	468.0000	269.0000	468.0000	0.7563	0.7563	0.0000	0.0000	0.0000
0	175	1050.0000	468.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
1	175	1049.0000	468.0000	1050.0000	468.0000	0.7798	0.7798	0.0000	0.0000	0.0000
0	176	1697.0000	468.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
1	176	1696.0000	468.0000	1697.0000	468.0000	0.4931	0.4931	0.0000	0.0000	0.0000
0	177	494.0000	471.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
1	177	491.0000	471.0000	494.0000	471.0000	0.7941	0.7941	0.0000	0.0000	0.0000
0	178	1088.0000	471.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
1	178	1088.0000	471.0000	1088.0000	471.0000	0.8093	0.8093	0.0000	0.0000	0.0000
0	179	1357.0000	471.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
1	179	1360.0000	471.0000	1357.0000	471.0000	0.8059	0.8059	0.0000	0.0000	0.0000
0	180	590.0000	475.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
1	180	587.0000	475.0000	590.0000	475.0000	0.8269	0.8269	0.0000	0.0000	0.0000
0	181	696.0000	475.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
1	181	695.0000	475.0000	696.0000	475.0000	0.7721	0.7721	0.0000	0.0000	0.0000
0	182	789.0000	475.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
1	182	789.0000	475.0000	789.0000	475.0000	0.7988	0.7988	0.0000	0.0000	0.0000
0	183	801.0000	475.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
1	183	801.0000	475.0000	801.0000	475.0000	0.7818	0.7818	0.0000	0.0000	0.0000
0	184	1077.0000	474.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
1	184	1077.0000	474.0000	1077.0000	474.0000	0.8185	0.8185	0.0000	0.0000	0.0000
0	185	306.0000	477.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
1	185	307.0000	477.0000	306.0000	477.0000	0.7925	0.7925	0.0000	0.0000	0.0000
0	186	657.0000	477.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
1	186	657.0000	477.0000	657.0000	477.0000	0.7528	0.7528	0.0000	0.0000	0.0000
0	187	841.0000	476.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
1	187	843.0000	477.0000	841.0000	476.0000	0.7945	0.7945	0.0000	0.0000	0.0000
0	188	532.0000	478.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
1	188	530.0000	478.0000	532.0000	478.0000	0.7903	0.7903	0.0000	0.0000	0.0000
0	189	1582.0000	480.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
1	189	1580.0000	479.0000	1582.0000	480.0000	0.7849	0.7849	0.0000	0.0000	0.0000
0	190	1657.0000	478.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
1	190	1658.0000	479.0000	1657.0000	478.0000	0.7679	0.7679	0.0000	0.0000	0.0000
0	191	21.0000	481.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
1	191	20.0000	481.0000	21.0000	481.0000	0.7280	0.7280	0.0000	0.0000	0.0000
0	192	556.0000	481.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
1	192	553.0000	481.0000	556.0000	481.0000	0.7892	0.7892	0.0000	0.0000	0.0000
0	193	996.0000	480.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
1	193	996.0000	480.0000	996.0000	480.0000	0.7836	0.7836	0.0000	0.0000	0.0000
0	194	1680.0000	480.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
1	194	1680.0000	480.0000	1680.0000	480.0000	0.7848	0.7848	0.0000	0.0000	0.0000
0	195	100.0000	483.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
1	195	97.0000	483.0000	100.0000	483.0000	0.7885	0.7885	0.0000	0.0000	0.0000
0	196	1145.0000	482.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
1	196	1142.0000	482.0000	1145.0000	482.0000	0.7768	0.7768	0.0000	0.0000	0.0000
0	197	1218.0000	482.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
1	197	1213.0000	482.0000	1218.0000	482.0000	0.7941	0.7941	0.0000	0.0000	0.0000
0	198	1348.0000	482.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
1	198	1346.0000	482.0000	1348.0000	482.0000	0.7530	0.7530	0.0000	0.0000	0.0000
0	199	1555.0000	483.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
1	199	1555.0000	483.0000	1555.0000	483.0000	0.7853	0.7853	0.0000	0.0000	0.0000
0	200	1097.0000	485.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
1	200	1097.0000	485.0000	1097.0000	485.0000	0.7759	0.7759	0.0000	0.0000	0.0000
0	201	1295.0000	485.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
1	201	1292.0000	485.0000	1295.0000	485.0000	0.7973	0.7973	0.0000	0.0000	0.0000
0	202	1702.0000	485.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
1	202	1701.0000	485.0000	1702.0000	485.0000	0.5957	0.5957	0.0000	0.0000	0.0000
0	203	162.0000	487.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
1	203	159.0000	487.0000	162.0000	487.0000	0.5538	0.5538	0.0000	0.0000	0.0000
0	204	239.0000	488.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
1	204	237.0000	488.0000	239.0000	488.0000	0.7213	0.7213	0.0000	0.0000	0.0000
0	205	269.0000	489.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
1	205	268.0000	489.0000	269.0000	489.0000	0.7693	0.7693	0.0000	0.0000	0.0000
0	206	198.0000	490.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
1	206	195.0000	490.0000	198.0000	490.0000	0.7844	0.7844	0.0000	0.0000	0.0000
0	207	300.0000	491.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
1	207	302.0000	491.0000	300.0000	491.0000	0.8038	0.8038	0.0000	0.0000	0.0000
0	208	931.0000	488.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
1	208	929.0000	491.0000	931.0000	488.0000	0.7762	0.7762	0.0000	0.0000	0.0000
0	209	1102.0000	490.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
1	209	1100.0000	490.0000	1102.0000	490.0000	0.7738	0.7738	0.0000	0.0000	0.0000
0	210	692.0000	492.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
1	210	692.0000	492.0000	692.0000	492.0000	0.8193	0.8193	0.0000	0.0000	0.0000
0	211	1104.0000	492.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
1	211	1102.0000	492.0000	1104.0000	492.0000	0.7777	0.7777	0.0000	0.0000	0.0000
0	212	1246.0000	493.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
1	212	1243.0000	493.0000	1246.0000	493.0000	0.7746	0.7746	0.0000	0.0000	0.0000
0	213	1301.0000	492.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
1	213	1298.0000	492.0000	1301.0000	492.0000	0.7774	0.7774	0.0000	0.0000	0.0000
0	214	1109.0000	495.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
1	214	1107.0000	495.0000	1109.0000	495.0000	0.7675	0.7675	0.0000	0.0000	0.0000
0	215	1352.0000	497.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
1	215	1349.0000	497.0000	1352.0000	497.0000	0.7627	0.7627	0.0000	0.0000	0.0000
0	216	328.0000	497.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
1	216	324.0000	499.0000	328.0000	497.0000	0.7704	0.7704	0.0000	0.0000	0.0000
0	217	610.0000	498.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
1	217	612.0000	498.0000	610.0000	498.0000	0.7727	0.7727	0.0000	0.0000	0.0000
0	218	636.0000	501.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
1	218	636.0000	500.0000	636.0000	501.0000	0.7899	0.7899	0.0000	0.0000	0.0000
0	219	811.0000	503.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
1	219	812.0000	502.0000	811.0000	503.0000	0.8079	0.8079	0.0000	0.0000	0.0000
0	220	841.0000	501.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
1	220	841.0000	502.0000	841.0000	501.0000	0.7896	0.7896	0.0000	0.0000	0.0000
0	221	867.0000	505.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
1	221	868.0000	502.0000	867.0000	505.0000	0.7976	0.7976	0.0000	0.0000	0.0000
0	222	1155.0000	503.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
1	222	1154.0000	503.0000	1155.0000	503.0000	0.7887	0.7887	0.0000	0.0000	0.0000
0	223	681.0000	504.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
1	223	681.0000	504.0000	681.0000	504.0000	0.8224	0.8224	0.0000	0.0000	0.0000
0	224	1672.0000	504.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
1	224	1670.0000	504.0000	1672.0000	504.0000	0.7768	0.7768	0.0000	0.0000	0.0000
0	225	346.0000	507.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
1	225	346.0000	507.0000	346.0000	507.0000	0.7981	0.7981	0.0000	0.0000	0.0000
0	226	1028.0000	511.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
1	226	1028.0000	510.0000	1028.0000	511.0000	0.7713	0.7713	0.0000	0.0000	0.0000
0	227	788.0000	514.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
1	227	788.0000	512.0000	788.0000	514.0000	0.8006	0.8006	0.0000	0.0000	0.0000
0	228	590.0000	516.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
1	228	590.0000	516.0000	590.0000	516.0000	0.8146	0.8146	0.0000	0.0000	0.0000
0	229	612.0000	516.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
1	229	612.0000	516.0000	612.0000	516.0000	0.8048	0.8048	0.0000	0.0000	0.0000
0	230	1130.0000	519.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
1	230	1130.0000	519.0000	1130.0000	519.0000	0.7938	0.7938	0.0000	0.0000	0.0000
0	231	85.0000	521.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
1	231	85.0000	521.0000	85.0000	521.0000	0.7417	0.7417	0.0000	0.0000	0.0000
0	232	877.0000	518.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
1	232	877.0000	520.0000	877.0000	518.0000	0.7929	0.7929	0.0000	0.0000	0.0000
0	233	34.0000	522.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
1	233	37.0000	523.0000	34.0000	522.0000	0.7459	0.7459	0.0000	0.0000	0.0000
0	234	594.0000	524.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
1	234	594.0000	524.0000	594.0000	524.0000	0.8178	0.8178	0.0000	0.0000	0.0000
0	235	791.0000	535.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
1	235	791.0000	533.0000	791.0000	535.0000	0.7912	0.7912	0.0000	0.0000	0.0000
0	236	818.0000	548.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
1	236	818.0000	547.0000	818.0000	548.0000	0.7884	0.7884	0.0000	0.0000	0.0000
0	237	1699.0000	559.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
1	237	1699.0000	559.0000	1699.0000	559.0000	0.7941	0.7941	0.0000	0.0000	0.0000
0	238	656.0000	560.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
1	238	656.0000	560.0000	656.0000	560.0000	0.6280	0.6280	0.0000	0.0000	0.0000
0	239	721.0000	561.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
1	239	722.0000	561.0000	721.0000	561.0000	0.7965	0.7965	0.0000	0.0000	0.0000
0	240	961.0000	561.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
1	240	964.0000	561.0000	961.0000	561.0000	0.7941	0.7941	0.0000	0.0000	0.0000
0	241	671.0000	566.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
1	241	671.0000	566.0000	671.0000	566.0000	0.7592	0.7592	0.0000	0.0000	0.0000
0	242	747.0000	565.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
1	242	746.0000	566.0000	747.0000	565.0000	0.7790	0.7790	0.0000	0.0000	0.0000
0	243	850.0000	568.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
1	243	852.0000	568.0000	850.0000	568.0000	0.7651	0.7651	0.0000	0.0000	0.0000
0	244	619.0000	579.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
1	244	618.0000	580.0000	619.0000	579.0000	0.7750	0.7750	0.0000	0.0000	0.0000
0	245	62.0000	584.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
1	245	62.0000	582.0000	62.0000	584.0000	0.7871	0.7871	0.0000	0.0000	0.0000
0	246	704.0000	586.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
1	246	705.0000	586.0000	704.0000	586.0000	0.7527	0.7527	0.0000	0.0000	0.0000
0	247	712.0000	592.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
1	247	713.0000	591.0000	712.0000	592.0000	0.6723	0.6723	0.0000	0.0000	0.0000
0	248	768.0000	589.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
1	248	768.0000	591.0000	768.0000	589.0000	0.7937	0.7937	0.0000	0.0000	0.0000
0	249	689.0000	592.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
1	249	690.0000	593.0000	689.0000	592.0000	0.7983	0.7983	0.0000	0.0000	0.0000
0	250	651.0000	596.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
1	250	651.0000	595.0000	651.0000	596.0000	0.8109	0.8109	0.0000	0.0000	0.0000
0	251	181.0000	596.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
1	251	178.0000	596.0000	181.0000	596.0000	0.7602	0.7602	0.0000	0.0000	0.0000
0	252	638.0000	598.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
1	252	638.0000	598.0000	638.0000	598.0000	0.7943	0.7943	0.0000	0.0000	0.0000
0	253	631.0000	608.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
1	253	631.0000	607.0000	631.0000	608.0000	0.7838	0.7838	0.0000	0.0000	0.0000
0	254	654.0000	607.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
1	254	654.0000	607.0000	654.0000	607.0000	0.7393	0.7393	0.0000	0.0000	0.0000
0	255	674.0000	608.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
1	255	674.0000	610.0000	674.0000	608.0000	0.7899	0.7899	0.0000	0.0000	0.0000
0	256	696.0000	614.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
1	256	697.0000	614.0000	696.0000	614.0000	0.7863	0.7863	0.0000	0.0000	0.0000
0	257	685.0000	616.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
1	257	686.0000	617.0000	685.0000	616.0000	0.7759	0.7759	0.0000	0.0000	0.0000
0	258	1243.0000	647.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
1	258	1239.0000	650.0000	1243.0000	647.0000	0.7697	0.7697	0.0000	0.0000	0.0000
0	259	952.0000	652.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
1	259	951.0000	654.0000	952.0000	652.0000	0.7929	0.7929	0.0000	0.0000	0.0000
0	260	52.0000	666.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
1	260	53.0000	667.0000	52.0000	666.0000	0.7645	0.7645	0.0000	0.0000	0.0000
0	261	1045.0000	673.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
1	261	1047.0000	673.0000	1045.0000	673.0000	0.7918	0.7918	0.0000	0.0000	0.0000
0	262	1596.0000	684.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
1	262	1596.0000	684.0000	1596.0000	684.0000	0.7913	0.7913	0.0000	0.0000	0.0000
0	263	857.0000	692.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
1	263	857.0000	693.0000	857.0000	692.0000	0.7872	0.7872	0.0000	0.0000	0.0000
0	264	1585.0000	695.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
1	264	1585.0000	693.0000	1585.0000	695.0000	0.6150	0.6150	0.0000	0.0000	0.0000
0	265	645.0000	696.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
1	265	645.0000	698.0000	645.0000	696.0000	0.7790	0.7790	0.0000	0.0000	0.0000
0	266	835.0000	707.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
1	266	835.0000	707.0000	835.0000	707.0000	0.7737	0.7737	0.0000	0.0000	0.0000
0	267	873.0000	706.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
1	267	872.0000	707.0000	873.0000	706.0000	0.7605	0.7605	0.0000	0.0000	0.0000
0	268	847.0000	715.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
1	268	847.0000	715.0000	847.0000	715.0000	0.7378	0.7378	0.0000	0.0000	0.0000
0	269	1112.0000	728.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
1	269	1112.0000	728.0000	1112.0000	728.0000	0.8022	0.8022	0.0000	0.0000	0.0000
0	270	1317.0000	725.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
1	270	1317.0000	728.0000	1317.0000	725.0000	0.7520	0.7520	0.0000	0.0000	0.0000
0	271	1099.0000	731.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
1	271	1099.0000	730.0000	1099.0000	731.0000	0.7779	0.7779	0.0000	0.0000	0.0000
0	272	1122.0000	744.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
1	272	1122.0000	744.0000	1122.0000	744.0000	0.7683	0.7683	0.0000	0.0000	0.0000
0	273	1108.0000	751.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
1	273	1108.0000	751.0000	1108.0000	751.0000	0.7523	0.7523	0.0000	0.0000	0.0000
0	274	1091.0000	752.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
1	274	1091.0000	752.0000	1091.0000	752.0000	0.7595	0.7595	0.0000	0.0000	0.0000
0	275	1517.0000	759.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
1	275	1520.0000	758.0000	1517.0000	759.0000	0.7966	0.7966	0.0000	0.0000	0.0000
0	276	1072.0000	764.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
1	276	1072.0000	763.0000	1072.0000	764.0000	0.7844	0.7844	0.0000	0.0000	0.0000
0	277	1113.0000	762.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
1	277	1113.0000	762.0000	1113.0000	762.0000	0.7785	0.7785	0.0000	0.0000	0.0000
0	278	1139.0000	765.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
1	278	1139.0000	765.0000	1139.0000	765.0000	0.7779	0.7779	0.0000	0.0000	0.0000
0	279	858.0000	766.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
1	279	860.0000	766.0000	858.0000	766.0000	0.7991	0.7991	0.0000	0.0000	0.0000
0	280	1091.0000	769.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
1	280	1090.0000	769.0000	1091.0000	769.0000	0.7531	0.7531	0.0000	0.0000	0.0000
0	281	890.0000	767.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
